StoreCode|ProductCode|V1|Date
Store1|Product104|0|2017-02-02
Store1|Product104|0|2017-02-03
Store1|Product104|0|2017-02-04
Store1|Product104|0|2017-02-05
Store1|Product104|0|2017-02-06
Store1|Product104|0|2017-02-07
Store1|Product104|0|2017-02-08
Store1|Product104|0|2017-02-09
Store1|Product104|0|2017-02-10
Store1|Product104|0|2017-02-11
Store1|Product104|0|2017-02-12
Store1|Product104|0|2017-02-13
Store1|Product104|0|2017-02-14
Store1|Product105|0|2017-02-01
Store1|Product105|0|2017-02-02
Store1|Product105|0|2017-02-03
Store1|Product105|0|2017-02-04
Store1|Product105|0|2017-02-05
Store1|Product105|0|2017-02-06
Store1|Product105|0|2017-02-07
Store1|Product105|0|2017-02-08
Store1|Product105|0|2017-02-09
Store1|Product105|0|2017-02-10
Store1|Product105|0|2017-02-11
Store1|Product105|0|2017-02-12
Store1|Product105|0|2017-02-13
Store1|Product105|0|2017-02-14
Store1|Product106|0|2017-02-01
Store1|Product106|0|2017-02-02
Store1|Product106|0|2017-02-03
Store1|Product106|0|2017-02-04
Store1|Product106|0|2017-02-05
Store1|Product106|0|2017-02-06
Store1|Product106|0|2017-02-07
Store1|Product106|0|2017-02-08
Store1|Product106|0|2017-02-09
Store1|Product106|0|2017-02-10
Store1|Product106|0|2017-02-11
Store1|Product106|0|2017-02-12
Store1|Product106|0|2017-02-13
Store1|Product106|0|2017-02-14
Store1|Product107|0|2017-02-01
Store1|Product107|0|2017-02-02
Store1|Product107|0|2017-02-03
Store1|Product107|0|2017-02-04
Store1|Product107|0|2017-02-05
Store1|Product107|0|2017-02-06
Store1|Product107|0|2017-02-07
Store1|Product107|0|2017-02-08
Store1|Product107|0|2017-02-09
Store1|Product107|0|2017-02-10
Store1|Product107|0|2017-02-11
Store1|Product107|0|2017-02-12
Store1|Product107|0|2017-02-13
Store1|Product107|0|2017-02-14
Store1|Product108|0|2017-02-01
Store1|Product108|0|2017-02-02
Store1|Product108|0|2017-02-03
Store1|Product108|0|2017-02-04
Store1|Product108|0|2017-02-05
Store1|Product108|0|2017-02-06
Store1|Product108|0|2017-02-07
Store1|Product108|0|2017-02-08
Store1|Product108|0|2017-02-09
Store1|Product108|0|2017-02-10
Store1|Product108|0|2017-02-11
Store1|Product108|0|2017-02-12
Store1|Product108|0|2017-02-13
Store1|Product108|0|2017-02-14
Store1|Product109|0|2017-02-01
Store1|Product109|0|2017-02-02
Store1|Product109|0|2017-02-03
Store1|Product109|0|2017-02-04
Store1|Product109|0|2017-02-05
Store1|Product109|0|2017-02-06
Store1|Product109|0|2017-02-07
Store1|Product109|0|2017-02-08
Store1|Product109|0|2017-02-09
Store1|Product109|0|2017-02-10
Store1|Product109|0|2017-02-11
Store1|Product109|0|2017-02-12
Store1|Product109|0|2017-02-13
Store1|Product109|0|2017-02-14
Store1|Product11|0|2017-02-01
Store1|Product11|0|2017-02-02
Store1|Product11|0|2017-02-03
Store1|Product11|0|2017-02-04
Store1|Product11|0|2017-02-05
Store1|Product11|0|2017-02-06
Store1|Product11|0|2017-02-07
Store1|Product11|0|2017-02-08
Store1|Product11|0|2017-02-09
Store1|Product11|0|2017-02-10
Store1|Product11|0|2017-02-11
Store1|Product11|0|2017-02-12
Store1|Product11|0|2017-02-13
Store1|Product11|0|2017-02-14
Store1|Product110|0|2017-02-01
Store1|Product110|0|2017-02-02
Store1|Product110|0|2017-02-03
Store1|Product110|0|2017-02-04
Store1|Product110|0|2017-02-05
Store1|Product110|0|2017-02-06
Store1|Product110|0|2017-02-07
Store1|Product110|0|2017-02-08
Store1|Product110|0|2017-02-09
Store1|Product110|0|2017-02-10
Store1|Product110|0|2017-02-11
Store1|Product110|0|2017-02-12
Store1|Product110|0|2017-02-13
Store1|Product110|0|2017-02-14
Store1|Product111|0|2017-02-01
Store1|Product111|0|2017-02-02
Store1|Product111|0|2017-02-03
Store1|Product111|0|2017-02-04
Store1|Product111|0|2017-02-05
Store1|Product111|0|2017-02-06
Store1|Product111|0|2017-02-07
Store1|Product111|0|2017-02-08
Store1|Product111|0|2017-02-09
Store1|Product111|0|2017-02-10
Store1|Product111|0|2017-02-11
Store1|Product111|0|2017-02-12
Store1|Product111|0|2017-02-13
Store1|Product111|0|2017-02-14
Store1|Product112|0|2017-02-01
Store1|Product112|0|2017-02-02
Store1|Product112|0|2017-02-03
Store1|Product112|0|2017-02-04
Store1|Product112|0|2017-02-05
Store1|Product112|0|2017-02-06
Store1|Product112|0|2017-02-07
Store1|Product112|0|2017-02-08
Store1|Product112|0|2017-02-09
Store1|Product112|0|2017-02-10
Store1|Product112|0|2017-02-11
Store1|Product112|0|2017-02-12
Store1|Product112|0|2017-02-13
Store1|Product112|0|2017-02-14
Store1|Product113|0|2017-02-01
Store1|Product113|0|2017-02-02
Store1|Product113|0|2017-02-03
Store1|Product113|0|2017-02-04
Store1|Product113|0|2017-02-05
Store1|Product113|0|2017-02-06
Store1|Product113|0|2017-02-07
Store1|Product113|0|2017-02-08
Store1|Product113|0|2017-02-09
Store1|Product113|0|2017-02-10
Store1|Product113|0|2017-02-11
Store1|Product113|0|2017-02-12
Store1|Product113|0|2017-02-13
Store1|Product113|0|2017-02-14
Store1|Product114|0|2017-02-01
Store1|Product114|0|2017-02-02
Store1|Product114|0|2017-02-03
Store1|Product114|0|2017-02-04
Store1|Product114|0|2017-02-05
Store1|Product114|0|2017-02-06
Store1|Product114|0|2017-02-07
Store1|Product114|0|2017-02-08
Store1|Product114|0|2017-02-09
Store1|Product114|0|2017-02-10
Store1|Product114|0|2017-02-11
Store1|Product114|0|2017-02-12
Store1|Product114|0|2017-02-13
Store1|Product114|0|2017-02-14
Store1|Product115|0|2017-02-01
Store1|Product115|0|2017-02-02
Store1|Product115|0|2017-02-03
Store1|Product115|0|2017-02-04
Store1|Product115|0|2017-02-05
Store1|Product115|0|2017-02-06
Store1|Product115|0|2017-02-07
Store1|Product115|0|2017-02-08
Store1|Product115|0|2017-02-09
Store1|Product115|0|2017-02-10
Store1|Product115|0|2017-02-11
Store1|Product115|0|2017-02-12
Store1|Product115|0|2017-02-13
Store1|Product115|0|2017-02-14
Store1|Product116|0|2017-02-01
Store1|Product116|0|2017-02-02
Store1|Product116|0|2017-02-03
Store1|Product116|0|2017-02-04
Store1|Product116|0|2017-02-05
Store1|Product116|0|2017-02-06
Store1|Product116|0|2017-02-07
Store1|Product116|0|2017-02-08
Store1|Product116|0|2017-02-09
Store1|Product116|0|2017-02-10
Store1|Product116|0|2017-02-11
Store1|Product116|0|2017-02-12
Store1|Product116|0|2017-02-13
Store1|Product116|0|2017-02-14
Store1|Product117|0|2017-02-01
Store1|Product117|0|2017-02-02
Store1|Product117|0|2017-02-03
Store1|Product117|0|2017-02-04
Store1|Product117|0|2017-02-05
Store1|Product117|0|2017-02-06
Store1|Product117|0|2017-02-07
Store1|Product117|0|2017-02-08
Store1|Product117|0|2017-02-09
Store1|Product117|0|2017-02-10
Store1|Product117|0|2017-02-11
Store1|Product117|0|2017-02-12
Store1|Product117|0|2017-02-13
Store1|Product117|0|2017-02-14
Store1|Product118|0|2017-02-01
Store1|Product118|0|2017-02-02
Store1|Product118|0|2017-02-03
Store1|Product118|0|2017-02-04
Store1|Product118|0|2017-02-05
Store1|Product118|0|2017-02-06
Store1|Product118|0|2017-02-07
Store1|Product118|0|2017-02-08
Store1|Product118|0|2017-02-09
Store1|Product118|0|2017-02-10
Store1|Product118|0|2017-02-11
Store1|Product118|0|2017-02-12
Store1|Product118|0|2017-02-13
Store1|Product118|0|2017-02-14
Store1|Product119|0|2017-02-01
Store1|Product119|0|2017-02-02
Store1|Product119|0|2017-02-03
Store1|Product119|0|2017-02-04
Store1|Product119|0|2017-02-05
Store1|Product119|0|2017-02-06
Store1|Product119|0|2017-02-07
Store1|Product119|0|2017-02-08
Store1|Product119|0|2017-02-09
Store1|Product119|0|2017-02-10
Store1|Product119|0|2017-02-11
Store1|Product119|0|2017-02-12
Store1|Product119|0|2017-02-13
Store1|Product119|0|2017-02-14
Store1|Product12|0|2017-02-01
Store1|Product12|0|2017-02-02
Store1|Product12|0|2017-02-03
Store1|Product12|0|2017-02-04
Store1|Product12|0|2017-02-05
Store1|Product12|0|2017-02-06
Store1|Product12|0|2017-02-07
Store1|Product12|0|2017-02-08
Store1|Product12|0|2017-02-09
Store1|Product12|0|2017-02-10
Store1|Product12|0|2017-02-11
Store1|Product12|0|2017-02-12
Store1|Product12|0|2017-02-13
Store1|Product12|0|2017-02-14
Store1|Product120|0|2017-02-01
Store1|Product120|0|2017-02-02
Store1|Product120|0|2017-02-03
Store1|Product120|0|2017-02-04
Store1|Product120|0|2017-02-05
Store1|Product120|0|2017-02-06
Store1|Product120|0|2017-02-07
Store1|Product120|0|2017-02-08
Store1|Product120|0|2017-02-09
Store1|Product120|0|2017-02-10
Store1|Product120|0|2017-02-11
Store1|Product120|0|2017-02-12
Store1|Product120|0|2017-02-13
Store1|Product120|0|2017-02-14
Store1|Product121|0|2017-02-01
Store1|Product121|0|2017-02-02
Store1|Product121|0|2017-02-03
Store1|Product121|0|2017-02-04
Store1|Product121|0|2017-02-05
Store1|Product121|0|2017-02-06
Store1|Product121|0|2017-02-07
Store1|Product121|0|2017-02-08
Store1|Product121|0|2017-02-09
Store1|Product121|0|2017-02-10
Store1|Product121|0|2017-02-11
Store1|Product121|0|2017-02-12
Store1|Product121|0|2017-02-13
Store1|Product121|0|2017-02-14
Store1|Product122|0|2017-02-01
Store1|Product122|0|2017-02-02
Store1|Product122|0|2017-02-03
Store1|Product122|0|2017-02-04
Store1|Product122|0|2017-02-05
Store1|Product122|0|2017-02-06
Store1|Product122|0|2017-02-07
Store1|Product122|0|2017-02-08
Store1|Product122|0|2017-02-09
Store1|Product122|0|2017-02-10
Store1|Product122|0|2017-02-11
Store1|Product122|0|2017-02-12
Store1|Product122|0|2017-02-13
Store1|Product122|0|2017-02-14
Store1|Product123|0|2017-02-01
Store1|Product123|0|2017-02-02
Store1|Product123|0|2017-02-03
Store1|Product123|0|2017-02-04
Store1|Product123|0|2017-02-05
Store1|Product123|0|2017-02-06
Store1|Product123|0|2017-02-07
Store1|Product123|0|2017-02-08
Store1|Product123|0|2017-02-09
Store1|Product123|0|2017-02-10
Store1|Product123|0|2017-02-11
Store1|Product123|0|2017-02-12
Store1|Product123|0|2017-02-13
Store1|Product123|0|2017-02-14
Store1|Product124|0|2017-02-01
Store1|Product124|0|2017-02-02
Store1|Product124|0|2017-02-03
Store1|Product124|0|2017-02-04
Store1|Product124|0|2017-02-05
Store1|Product124|0|2017-02-06
Store1|Product124|0|2017-02-07
Store1|Product124|0|2017-02-08
Store1|Product124|0|2017-02-09
Store1|Product124|0|2017-02-10
Store1|Product124|0|2017-02-11
Store1|Product124|0|2017-02-12
Store1|Product124|0|2017-02-13
Store1|Product124|0|2017-02-14
Store1|Product125|0|2017-02-01
Store1|Product125|0|2017-02-02
Store1|Product125|0|2017-02-03
Store1|Product125|0|2017-02-04
Store1|Product125|0|2017-02-05
Store1|Product125|0|2017-02-06
Store1|Product125|0|2017-02-07
Store1|Product125|0|2017-02-08
Store1|Product125|0|2017-02-09
Store1|Product125|0|2017-02-10
Store1|Product125|0|2017-02-11
Store1|Product125|0|2017-02-12
Store1|Product125|0|2017-02-13
Store1|Product125|0|2017-02-14
Store1|Product126|0|2017-02-01
Store1|Product126|0|2017-02-02
Store1|Product126|0|2017-02-03
Store1|Product126|0|2017-02-04
Store1|Product126|0|2017-02-05
Store1|Product126|0|2017-02-06
Store1|Product126|0|2017-02-07
Store1|Product126|0|2017-02-08
Store1|Product126|0|2017-02-09
Store1|Product126|0|2017-02-10
Store1|Product126|0|2017-02-11
Store1|Product126|0|2017-02-12
Store1|Product126|0|2017-02-13
Store1|Product126|0|2017-02-14
Store1|Product127|0|2017-02-01
Store1|Product127|0|2017-02-02
Store1|Product127|0|2017-02-03
Store1|Product127|0|2017-02-04
Store1|Product127|0|2017-02-05
Store1|Product127|0|2017-02-06
Store1|Product127|0|2017-02-07
Store1|Product127|0|2017-02-08
Store1|Product127|0|2017-02-09
Store1|Product127|0|2017-02-10
Store1|Product127|0|2017-02-11
Store1|Product127|0|2017-02-12
Store1|Product127|0|2017-02-13
Store1|Product127|0|2017-02-14
Store1|Product128|0|2017-02-01
Store1|Product128|0|2017-02-02
Store1|Product128|0|2017-02-03
Store1|Product128|0|2017-02-04
Store1|Product128|0|2017-02-05
Store1|Product128|0|2017-02-06
Store1|Product128|0|2017-02-07
Store1|Product128|0|2017-02-08
Store1|Product128|0|2017-02-09
Store1|Product128|0|2017-02-10
Store1|Product128|0|2017-02-11
Store1|Product128|0|2017-02-12
Store1|Product128|0|2017-02-13
Store1|Product128|0|2017-02-14
Store1|Product129|0|2017-02-01
Store1|Product129|0|2017-02-02
Store1|Product129|0|2017-02-03
Store1|Product129|0|2017-02-04
Store1|Product129|0|2017-02-05
Store1|Product129|0|2017-02-06
Store1|Product129|0|2017-02-07
Store1|Product129|0|2017-02-08
Store1|Product129|0|2017-02-09
Store1|Product129|0|2017-02-10
Store1|Product129|0|2017-02-11
Store1|Product129|0|2017-02-12
Store1|Product129|0|2017-02-13
Store1|Product129|0|2017-02-14
Store1|Product13|0|2017-02-01
Store1|Product13|0|2017-02-02
Store1|Product13|0|2017-02-03
Store1|Product13|0|2017-02-04
Store1|Product13|0|2017-02-05
Store1|Product13|0|2017-02-06
Store1|Product13|0|2017-02-07
Store1|Product13|0|2017-02-08
Store1|Product13|0|2017-02-09
Store1|Product13|0|2017-02-10
Store1|Product13|0|2017-02-11
Store1|Product13|0|2017-02-12
Store1|Product13|0|2017-02-13
Store1|Product13|0|2017-02-14
Store1|Product130|0|2017-02-01
Store1|Product130|0|2017-02-02
Store1|Product130|0|2017-02-03
Store1|Product130|0|2017-02-04
Store1|Product130|0|2017-02-05
Store1|Product130|0|2017-02-06
Store1|Product130|0|2017-02-07
Store1|Product130|0|2017-02-08
Store1|Product130|0|2017-02-09
Store1|Product130|0|2017-02-10
Store1|Product130|0|2017-02-11
Store1|Product130|0|2017-02-12
Store1|Product130|0|2017-02-13
Store1|Product130|0|2017-02-14
Store1|Product131|0|2017-02-01
Store1|Product131|0|2017-02-02
Store1|Product131|0|2017-02-03
Store1|Product131|0|2017-02-04
Store1|Product131|0|2017-02-05
Store1|Product131|0|2017-02-06
Store1|Product131|0|2017-02-07
Store1|Product131|0|2017-02-08
Store1|Product131|0|2017-02-09
Store1|Product131|0|2017-02-10
Store1|Product131|0|2017-02-11
Store1|Product131|0|2017-02-12
Store1|Product131|0|2017-02-13
Store1|Product131|0|2017-02-14
Store1|Product132|0|2017-02-01
Store1|Product132|0|2017-02-02
Store1|Product132|0|2017-02-03
Store1|Product132|0|2017-02-04
Store1|Product132|0|2017-02-05
Store1|Product132|0|2017-02-06
Store1|Product132|0|2017-02-07
Store1|Product132|0|2017-02-08
Store1|Product132|0|2017-02-09
Store1|Product132|0|2017-02-10
Store1|Product132|0|2017-02-11
Store1|Product132|0|2017-02-12
Store1|Product132|0|2017-02-13
Store1|Product132|0|2017-02-14
Store1|Product133|0|2017-02-01
Store1|Product133|0|2017-02-02
Store1|Product133|0|2017-02-03
Store1|Product133|0|2017-02-04
Store1|Product133|0|2017-02-05
Store1|Product133|0|2017-02-06
Store1|Product133|0|2017-02-07
Store1|Product133|0|2017-02-08
Store1|Product133|0|2017-02-09
Store1|Product133|0|2017-02-10
Store1|Product133|0|2017-02-11
Store1|Product133|0|2017-02-12
Store1|Product133|0|2017-02-13
Store1|Product133|0|2017-02-14
Store1|Product134|0|2017-02-01
Store1|Product134|0|2017-02-02
Store1|Product134|0|2017-02-03
Store1|Product134|0|2017-02-04
Store1|Product134|0|2017-02-05
Store1|Product134|0|2017-02-06
Store1|Product134|0|2017-02-07
Store1|Product134|0|2017-02-08
Store1|Product134|0|2017-02-09
Store1|Product134|0|2017-02-10
Store1|Product134|0|2017-02-11
Store1|Product134|0|2017-02-12
Store1|Product134|0|2017-02-13
Store1|Product134|0|2017-02-14
Store1|Product135|0|2017-02-01
Store1|Product135|0|2017-02-02
Store1|Product135|0|2017-02-03
Store1|Product135|0|2017-02-04
Store1|Product135|0|2017-02-05
Store1|Product135|0|2017-02-06
Store1|Product135|0|2017-02-07
Store1|Product135|0|2017-02-08
Store1|Product135|0|2017-02-09
Store1|Product135|0|2017-02-10
Store1|Product135|0|2017-02-11
Store1|Product135|0|2017-02-12
Store1|Product135|0|2017-02-13
Store1|Product135|0|2017-02-14
Store1|Product136|0|2017-02-01
Store1|Product136|0|2017-02-02
Store1|Product136|0|2017-02-03
Store1|Product136|0|2017-02-04
Store1|Product136|0|2017-02-05
Store1|Product136|0|2017-02-06
Store1|Product136|0|2017-02-07
Store1|Product136|0|2017-02-08
Store1|Product136|0|2017-02-09
Store1|Product136|0|2017-02-10
Store1|Product136|0|2017-02-11
Store1|Product136|0|2017-02-12
Store1|Product136|0|2017-02-13
Store1|Product136|0|2017-02-14
Store1|Product137|0|2017-02-01
Store1|Product137|0|2017-02-02
Store1|Product137|0|2017-02-03
Store1|Product137|0|2017-02-04
Store1|Product137|0|2017-02-05
Store1|Product137|0|2017-02-06
Store1|Product137|0|2017-02-07
Store1|Product137|0|2017-02-08
Store1|Product137|0|2017-02-09
Store1|Product137|0|2017-02-10
Store1|Product137|0|2017-02-11
Store1|Product137|0|2017-02-12
Store1|Product137|0|2017-02-13
Store1|Product137|0|2017-02-14
Store1|Product138|0|2017-02-01
Store1|Product138|0|2017-02-02
Store1|Product138|0|2017-02-03
Store1|Product138|0|2017-02-04
Store1|Product138|0|2017-02-05
Store1|Product138|0|2017-02-06
Store1|Product138|0|2017-02-07
Store1|Product138|0|2017-02-08
Store1|Product138|0|2017-02-09
Store1|Product138|0|2017-02-10
Store1|Product138|0|2017-02-11
Store1|Product138|0|2017-02-12
Store1|Product138|0|2017-02-13
Store1|Product138|0|2017-02-14
Store1|Product139|0|2017-02-01
Store1|Product139|0|2017-02-02
Store1|Product139|0|2017-02-03
Store1|Product139|0|2017-02-04
Store1|Product139|0|2017-02-05
Store1|Product139|0|2017-02-06
Store1|Product139|0|2017-02-07
Store1|Product139|0|2017-02-08
Store1|Product139|0|2017-02-09
Store1|Product139|0|2017-02-10
Store1|Product139|0|2017-02-11
Store1|Product139|0|2017-02-12
Store1|Product139|0|2017-02-13
Store1|Product139|0|2017-02-14
Store1|Product14|0|2017-02-01
Store1|Product14|0|2017-02-02
Store1|Product14|0|2017-02-03
Store1|Product14|0|2017-02-04
Store1|Product14|0|2017-02-05
Store1|Product14|0|2017-02-06
Store1|Product14|0|2017-02-07
Store1|Product14|0|2017-02-08
Store1|Product14|0|2017-02-09
Store1|Product14|0|2017-02-10
Store1|Product14|0|2017-02-11
Store1|Product14|0|2017-02-12
Store1|Product14|0|2017-02-13
Store1|Product14|0|2017-02-14
Store1|Product140|0|2017-02-01
Store1|Product140|0|2017-02-02
Store1|Product140|0|2017-02-03
Store1|Product140|0|2017-02-04
Store1|Product140|0|2017-02-05
Store1|Product140|0|2017-02-06
Store1|Product140|0|2017-02-07
Store1|Product140|0|2017-02-08
Store1|Product140|0|2017-02-09
Store1|Product140|0|2017-02-10
Store1|Product140|0|2017-02-11
Store1|Product140|0|2017-02-12
Store1|Product140|0|2017-02-13
Store1|Product140|0|2017-02-14
Store1|Product141|0|2017-02-01
Store1|Product141|0|2017-02-02
Store1|Product141|0|2017-02-03
Store1|Product141|0|2017-02-04
Store1|Product141|0|2017-02-05
Store1|Product141|0|2017-02-06
Store1|Product141|0|2017-02-07
Store1|Product141|0|2017-02-08
Store1|Product141|0|2017-02-09
Store1|Product141|0|2017-02-10
Store1|Product141|0|2017-02-11
Store1|Product141|0|2017-02-12
Store1|Product141|0|2017-02-13
Store1|Product141|0|2017-02-14
Store1|Product142|0|2017-02-01
Store1|Product142|0|2017-02-02
Store1|Product142|0|2017-02-03
Store1|Product142|0|2017-02-04
Store1|Product142|0|2017-02-05
Store1|Product142|0|2017-02-06
Store1|Product142|0|2017-02-07
Store1|Product142|0|2017-02-08
Store1|Product142|0|2017-02-09
Store1|Product142|0|2017-02-10
Store1|Product142|0|2017-02-11
Store1|Product142|0|2017-02-12
Store1|Product142|0|2017-02-13
Store1|Product142|0|2017-02-14
Store1|Product143|0|2017-02-01
Store1|Product143|0|2017-02-02
Store1|Product143|0|2017-02-03
Store1|Product143|0|2017-02-04
Store1|Product143|0|2017-02-05
Store1|Product143|0|2017-02-06
Store1|Product143|0|2017-02-07
Store1|Product143|0|2017-02-08
Store1|Product143|0|2017-02-09
Store1|Product143|0|2017-02-10
Store1|Product143|0|2017-02-11
Store1|Product143|0|2017-02-12
Store1|Product143|0|2017-02-13
Store1|Product143|0|2017-02-14
Store1|Product144|0|2017-02-01
Store1|Product144|0|2017-02-02
Store1|Product144|0|2017-02-03
Store1|Product144|0|2017-02-04
Store1|Product144|0|2017-02-05
Store1|Product144|0|2017-02-06
Store1|Product144|0|2017-02-07
Store1|Product144|0|2017-02-08
Store1|Product144|0|2017-02-09
Store1|Product144|0|2017-02-10
Store1|Product144|0|2017-02-11
Store1|Product144|0|2017-02-12
Store1|Product144|0|2017-02-13
Store1|Product144|0|2017-02-14
Store1|Product145|0.0833333333333333|2017-02-01
Store1|Product145|0.0856481481481481|2017-02-02
Store1|Product145|0.0880272633744856|2017-02-03
Store1|Product145|0.090472465134888|2017-02-04
Store1|Product145|0.0929855891664126|2017-02-05
Store1|Product145|0.095568522198813|2017-02-06
Store1|Product145|0.0982232033710022|2017-02-07
Store1|Product145|0.100951625686863|2017-02-08
Store1|Product145|0.103755837511499|2017-02-09
Store1|Product145|0.10663794410904|2017-02-10
Store1|Product145|0.10960010922318|2017-02-11
Store1|Product145|0.084866778923824|2017-02-12
Store1|Product145|0.0872241894494858|2017-02-13
Store1|Product145|0.0618693058230826|2017-02-14
Store1|Product146|0|2017-02-01
Store1|Product146|0|2017-02-02
Store1|Product146|0|2017-02-03
Store1|Product146|0|2017-02-04
Store1|Product146|0|2017-02-05
Store1|Product146|0|2017-02-06
Store1|Product146|0|2017-02-07
Store1|Product146|0|2017-02-08
Store1|Product146|0|2017-02-09
Store1|Product146|0|2017-02-10
Store1|Product146|0|2017-02-11
Store1|Product146|0|2017-02-12
Store1|Product146|0|2017-02-13
Store1|Product146|0|2017-02-14
Store1|Product147|0.0857142857142857|2017-02-01
Store1|Product147|0.0881632653061224|2017-02-02
Store1|Product147|0.0906822157434402|2017-02-03
Store1|Product147|0.0932731361932528|2017-02-04
Store1|Product147|0.0959380829416314|2017-02-05
Store1|Product147|0.0986791710256781|2017-02-06
Store1|Product147|0.101498575912126|2017-02-07
Store1|Product147|0.104398535223901|2017-02-08
Store1|Product147|0.107381350516012|2017-02-09
Store1|Product147|0.0818779605307557|2017-02-10
Store1|Product147|0.0842173308316345|2017-02-11
Store1|Product147|0.0866235402839669|2017-02-12
Store1|Product147|0.0890984985777945|2017-02-13
Store1|Product147|0.0916441699657315|2017-02-14
Store1|Product148|0.114285714285714|2017-02-01
Store1|Product148|0.117551020408163|2017-02-02
Store1|Product148|0.120909620991254|2017-02-03
Store1|Product148|0.124364181591004|2017-02-04
Store1|Product148|0.127917443922175|2017-02-05
Store1|Product148|0.131572228034237|2017-02-06
Store1|Product148|0.135331434549501|2017-02-07
Store1|Product148|0.139198046965201|2017-02-08
Store1|Product148|0.14317513402135|2017-02-09
Store1|Product148|0.147265852136246|2017-02-10
Store1|Product148|0.151473447911567|2017-02-11
Store1|Product148|0.15580126070904|2017-02-12
Store1|Product148|0.160252725300727|2017-02-13
Store1|Product148|0.164831374595034|2017-02-14
Store1|Product149|0|2017-02-01
Store1|Product149|0|2017-02-02
Store1|Product149|0|2017-02-03
Store1|Product149|0|2017-02-04
Store1|Product149|0|2017-02-05
Store1|Product149|0|2017-02-06
Store1|Product149|0|2017-02-07
Store1|Product149|0|2017-02-08
Store1|Product149|0|2017-02-09
Store1|Product149|0|2017-02-10
Store1|Product149|0|2017-02-11
Store1|Product149|0|2017-02-12
Store1|Product149|0|2017-02-13
Store1|Product149|0|2017-02-14
Store1|Product15|0|2017-02-01
Store1|Product15|0|2017-02-02
Store1|Product15|0|2017-02-03
Store1|Product15|0|2017-02-04
Store1|Product15|0|2017-02-05
Store1|Product15|0|2017-02-06
Store1|Product15|0|2017-02-07
Store1|Product15|0|2017-02-08
Store1|Product15|0|2017-02-09
Store1|Product15|0|2017-02-10
Store1|Product15|0|2017-02-11
Store1|Product15|0|2017-02-12
Store1|Product15|0|2017-02-13
Store1|Product15|0|2017-02-14
Store1|Product150|0.111111111111111|2017-02-01
Store1|Product150|0.114197530864198|2017-02-02
Store1|Product150|0.117369684499314|2017-02-03
Store1|Product150|0.120629953513184|2017-02-04
Store1|Product150|0.123980785555217|2017-02-05
